frame,true,EKF,GN-6,DU-tun-6
29,-1.6773574787481027,-1.7212854419973798,-1.715901980449659,-1.8246351741828912
30,-1.519621824882742,-1.498943570882811,-1.4979527654955271,-1.6914901658006574
31,-1.3228287845272837,-1.3454419797151795,-1.3409720105746332,-1.4691793544011222
32,-1.0996496810746965,-1.0593761999489377,-1.0538429174788675,-1.2559626911921296
33,-0.9878679442752243,-0.9971715534226275,-0.9922841546828032,-1.0480491963366214
34,-0.7822327632139565,-0.7839674439193085,-0.7819067933179329,-0.8600904203954904
35,-0.6219646498063658,-0.6407985470782074,-0.6377530264315912,-0.6518972341204341
36,-0.358771572105947,-0.41604171182118854,-0.41155716240200313,-0.44311762623621354
37,-0.1377614878566944,-0.18487366734262212,-0.1801865304278878,-0.23299676894539267
38,0.06990931437841708,0.004573579518300175,0.008303807654225004,-0.024547600443822315
39,0.23562835748046806,0.18036238290915385,0.1830311062192882,0.1752360737084966
40,0.40089645855475897,0.38183287293535795,0.3821478693277842,0.36611633335493554
41,0.6065835873986383,0.6006296830253168,0.6013512779358647,0.5579679696417834
42,0.6730067140996097,0.7352122497282183,0.736096016778677,0.7535371848775707
43,0.7072255430061234,0.8054043608276054,0.8053043845887089,0.9348951441825895
44,0.984229069420592,0.9689368973005426,0.9692051798938124,1.2148626145921595
45,1.1605985663024034,1.093094733063138,1.0929088143042813,1.301946417008745
46,1.366322734379522,1.317374431825514,1.3204146205954341,1.4530649846166508
47,1.4538669293284414,1.4797180478536678,1.4811576632019996,1.637437560851641
48,1.5881100637906513,1.5931053303509177,1.5936111521127057,1.7679383568904354
49,1.8706093978477316,1.7659400842771795,1.7671249031133343,1.9052395177005046
50,2.007950133922339,2.019038606654192,2.0194787990193523,2.059245353197367
51,2.202474814822434,2.2042848354771465,2.204758105963135,2.2127658570082467
52,2.3543866412276966,2.374060995367449,2.3742858535589093,2.361224502751133
53,2.501797890308344,2.4919870448180745,2.4881600976394402,2.4918314604811957
54,2.6652289481564004,2.663831809501965,2.6635544168805207,2.6470358458731997
55,2.7960928562029803,2.7979344881619976,2.7985385094197603,2.793207918357849
56,3.018869574066585,3.0382238682633513,3.0364993524825383,2.905604321008285
57,-3.1308979803632178,-3.0912199538141167,-3.091493167275637,2.9962268525781557
58,-3.0303425427857955,-2.9592418149178874,-2.959171182153311,3.1336922242016323
59,-2.8448311289143837,-2.861242028659061,-2.858905560060002,-3.0565818560710443
60,2.079826258054827,2.8753858254102305,2.5973565698239662,2.7956552535648616
61,2.244626488392642,2.514312741762386,2.384580946843654,2.7126428514677947
62,2.4446693905279773,2.5227419376733717,2.482883767856098,2.746159760090803
63,2.572285122633861,2.592489830082039,2.5842223570474587,2.7755550968282083
64,2.6844139638206332,2.636655644831233,2.6355663384976236,2.901422979240044
65,2.8897661808802546,2.8355627388056472,2.8452530185586333,2.9760010318316468
66,3.0267612374928285,3.019793110056921,3.0240079198670253,3.068273390191413
67,-3.0703696788815633,-3.072983694529804,-3.0629762391538486,-3.0889437360401946
68,0.1141878426085543,-2.9960449620627654,-2.818859860145624,3.115336686334187
69,0.21223189156314026,-2.8815775196826676,-1.0708753134805074,1.2354702466023442
70,0.41312507131962395,-2.8238325383569696,-0.06896901543834133,0.8856636130117659
71,0.5677414443941409,-2.852789547297938,0.38803376484480845,0.8061102122938055
72,0.6815328297300867,-2.996609611006244,0.6094994925632582,0.8347888234754723
73,0.9002945572678023,2.811064834754548,0.8862661133536571,0.8384972763127911
74,1.1733136472814998,2.1238703905440115,1.1418455215276229,0.9280410089498092
75,1.322298467406367,1.6700412735153893,1.3301415027997159,1.0849011058727127
76,1.5628597365911165,1.6153988867695137,1.5307011242453434,1.1925184268341606
77,1.7668008209616177,1.7723385238855451,1.773858684706541,1.3498490168448196
78,-1.3441220761303718,1.5562718762868482,-2.823232486938199,-0.34952145467162854
79,-1.13416145846975,1.1160836344620995,-1.6843684947663007,-0.7121089474584243
80,-0.968630116905377,0.3125208268725439,-1.143088348932122,-0.6582346216109922
81,-0.8686866091031011,-0.4115863307634626,-0.8849469248439252,-0.590065426286777
82,-0.7670392885348729,-0.6556038482136977,-0.778611713889779,-0.5446546525567726
83,-0.6695741152351768,-0.6469133127758959,-0.6323896944960383,-0.5365148456484787
84,-0.5370858255061686,-0.507140935328751,-0.48637023410986036,-0.5747894732533108
85,-0.45484616456253457,-0.49862844732281486,-0.46607763889981246,-0.5742304871779904
86,-0.3231111853248527,-0.4217713962191443,-0.3803093753486717,-0.5505924962724413
87,-0.21137685388044458,-0.2787100886120921,-0.22351409384499332,-0.43043460367272424
88,-0.10424430871712964,-0.10480456562184015,-0.07314196515153792,-0.45674505203552407
89,8.026176184250389e-05,-0.01978721882692236,0.0057713669730157235,-0.4275532585876958
90,0.05245422677668321,0.03458621837142761,0.053031342803710135,-0.3844594428203969
91,0.15327155002492177,0.15139535116905245,0.17243247609834755,-0.2560697066895896
92,0.2556523255886338,0.2197117075585644,0.24140880648416996,-0.12022949227752733
93,0.37333856891725503,0.3274490006702244,0.34784090448947724,0.04892391310726696
94,0.41769666496826297,0.3706188762560725,0.38752940298462857,0.15671791865965545
95,0.4359001638109756,0.4323240559924959,0.447753381543353,0.2491621307939651
96,-1.026185986477719,-0.2578440512843212,-0.4860603755475781,-0.20679818401748928
97,-0.8370533205239576,-0.6422762287998554,-0.7110017721992814,-0.20028868688002532
98,-0.7418016898979767,-0.7050924639359186,-0.7177391317071131,-0.2977207622161866
99,-0.6303089458304751,-0.6312570724725823,-0.6226851564050779,-0.33383014837242
